source_analysis_id,source_id,candidate_id,topic_id,substantive_summary,policy_positions,ideology_signals,chronology_summary,evidence_state,source_ids,claim_ids
source-analysis-src-20260518-ivan-lgbti-elpais,src-20260518-ivan-lgbti-elpais,ivan-cepeda,derechos-genero,"La fuente EL PAIS America Colombia aporta evidencia sobre Derechos, aborto y género. En términos sustantivos, registra: Promete prohibir las llamadas terapias de conversion y erradicar todas las formas de discriminacion contra la poblacion LGBTIQ+..",Promete prohibir las llamadas terapias de conversion y erradicar todas las formas de discriminacion contra la poblacion LGBTIQ+.,derechos y agenda social,Promete prohibir las llamadas terapias de conversion y erradicar todas las formas de discriminacion contra la poblacion LGBTIQ+.,trazable_con_cautela,src-20260518-ivan-lgbti-elpais,src-20260518-ivan-lgbti-elpais-claim-1
source-analysis-src-20260518-ivan-paz-rcn,src-20260518-ivan-paz-rcn,ivan-cepeda,politica-internacional-paz,"La fuente Noticias RCN aporta evidencia sobre Política internacional y paz. En términos sustantivos, registra: Mantendria dialogos con grupos armados solo cuando puedan terminar en resultados concretos y eficaces, junto con la implementacion del Acuerdo de Paz de 2016..","Mantendria dialogos con grupos armados solo cuando puedan terminar en resultados concretos y eficaces, junto con la implementacion del Acuerdo de Paz de 2016.","seguridad, justicia y paz","Mantendria dialogos con grupos armados solo cuando puedan terminar en resultados concretos y eficaces, junto con la implementacion del Acuerdo de Paz de 2016.",trazable_con_cautela,src-20260518-ivan-paz-rcn,src-20260518-ivan-paz-rcn-claim-1
source-analysis-src-manual-05f40435,src-manual-05f40435,claudia-lopez,vida-publica,"La fuente Infobae Com aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Claudia López y Leonardo Huerta presentan su plan de gobierno centrado en la lucha contra la corrupción y la polarización política.",Claudia López y Leonardo Huerta presentan su plan de gobierno centrado en la lucha contra la corrupción y la polarización política,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Claudia López y Leonardo Huerta presentan su plan de gobierno centrado en la lucha contra la corrupción y la polarización política,trazable_con_cautela,src-manual-05f40435,src-manual-05f40435-claim-1
source-analysis-src-manual-09f50ce0,src-manual-09f50ce0,claudia-lopez,vida-publica,"La fuente Eltiempo Com aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Claudia López presentó su plan de gobierno: habla de seguridad con enfoque social y apuesta por superar la polarización..",La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Claudia López presentó su plan de gobierno: habla de seguridad con enfoque social y apuesta por superar la polarización.,"seguridad, justicia y paz",La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Claudia López presentó su plan de gobierno: habla de seguridad con enfoque social y apuesta por superar la polarización.,trazable_con_cautela,src-manual-09f50ce0,src-manual-09f50ce0-claim-1
source-analysis-src-manual-10314ccb,src-manual-10314ccb,paloma-valencia,vida-publica,"La fuente Elheraldo Co aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Las cinco ‘bombas’ que Paloma Valencia y Juan Daniel Oviedo planean “desactivar” para “estabilizar” el país.",Las cinco ‘bombas’ que Paloma Valencia y Juan Daniel Oviedo planean “desactivar” para “estabilizar” el país,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Las cinco ‘bombas’ que Paloma Valencia y Juan Daniel Oviedo planean “desactivar” para “estabilizar” el país,trazable_con_cautela,src-manual-10314ccb,src-manual-10314ccb-claim-1
source-analysis-src-manual-15c36428,src-manual-15c36428,miguel-uribe,trayectoria-publica,"La fuente Portafolio Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Miguel Uribe Londoño: Es oficial: Miguel Uribe Londoño se inscribió en la carrera por la Presidencia de la República..",La fuente registra un hecho público asociado a Miguel Uribe Londoño: Es oficial: Miguel Uribe Londoño se inscribió en la carrera por la Presidencia de la República.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Miguel Uribe Londoño: Es oficial: Miguel Uribe Londoño se inscribió en la carrera por la Presidencia de la República.,trazable_con_cautela,src-manual-15c36428,src-manual-15c36428-claim-1
source-analysis-src-manual-195a1706,src-manual-195a1706,ivan-cepeda,educacion-superior,"La fuente Ivancepedacastro Com aporta evidencia sobre Educación superior. En términos sustantivos, registra: La fuente registra un hecho público asociado a Iván Cepeda Castro: Iván Cepeda Senador de la República de Colombia..",La fuente registra un hecho público asociado a Iván Cepeda Castro: Iván Cepeda Senador de la República de Colombia.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Iván Cepeda Castro: Iván Cepeda Senador de la República de Colombia.,trazable_con_cautela,src-manual-195a1706,src-manual-195a1706-claim-1
source-analysis-src-manual-1ce02e20,src-manual-1ce02e20,roy-barreras,trayectoria-publica,"La fuente Elespectador Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras llegará a la primera vuelta presidencial y seguirá su camino por la Casa de Nariño..",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras llegará a la primera vuelta presidencial y seguirá su camino por la Casa de Nariño.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras llegará a la primera vuelta presidencial y seguirá su camino por la Casa de Nariño.,trazable_con_cautela,src-manual-1ce02e20,src-manual-1ce02e20-claim-1
source-analysis-src-manual-1cf85d8c,src-manual-1cf85d8c,paloma-valencia,vida-publica,"La fuente Semana Com aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Paloma Valencia y Juan Daniel Oviedo presentaron su “Plan 10”: este es su programa de gobierno para las presidenciales.",Paloma Valencia y Juan Daniel Oviedo presentaron su “Plan 10”: este es su programa de gobierno para las presidenciales,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Paloma Valencia y Juan Daniel Oviedo presentaron su “Plan 10”: este es su programa de gobierno para las presidenciales,trazable_con_cautela,src-manual-1cf85d8c,src-manual-1cf85d8c-claim-1
source-analysis-src-manual-1dc39c95,src-manual-1dc39c95,carlos-caicedo,vida-publica,"La fuente Elpais Com Co aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Carlos Caicedo, candidato presidencial que busca llegar a la Casa de Nariño este 2026.","Carlos Caicedo, candidato presidencial que busca llegar a la Casa de Nariño este 2026","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","Carlos Caicedo, candidato presidencial que busca llegar a la Casa de Nariño este 2026",trazable_con_cautela,src-manual-1dc39c95,src-manual-1dc39c95-claim-1
source-analysis-src-manual-1e42b541,src-manual-1e42b541,claudia-lopez,trayectoria-publica,"La fuente Noticiasrcn Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Candidatos de la Consulta de las Soluciones hablan de sus propuestas en seguridad y econom&#xED;a..",La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Candidatos de la Consulta de las Soluciones hablan de sus propuestas en seguridad y econom&#xED;a.,"seguridad, justicia y paz",La fuente registra un hecho público asociado a Claudia Nayibe López Hernández: Candidatos de la Consulta de las Soluciones hablan de sus propuestas en seguridad y econom&#xED;a.,trazable_con_cautela,src-manual-1e42b541,src-manual-1e42b541-claim-1
source-analysis-src-manual-20013e75,src-manual-20013e75,carlos-caicedo,trayectoria-publica,"La fuente Elespectador Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: Su trayectoria como alcalde, rector, su partido y más de su hoja de vida.","Su trayectoria como alcalde, rector, su partido y más de su hoja de vida","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","Su trayectoria como alcalde, rector, su partido y más de su hoja de vida",trazable_con_cautela,src-manual-20013e75,src-manual-20013e75-claim-1
source-analysis-src-manual-21c198da,src-manual-21c198da,paloma-valencia,seguridad-ciudadana,"La fuente Canal1 Com Co aporta evidencia sobre Seguridad ciudadana. En términos sustantivos, registra: Mano firme contra la criminalidad: las propuestas de Paloma Valencia.",Mano firme contra la criminalidad: las propuestas de Paloma Valencia,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Mano firme contra la criminalidad: las propuestas de Paloma Valencia,trazable_con_cautela,src-manual-21c198da,src-manual-21c198da-claim-1
source-analysis-src-manual-21c82915,src-manual-21c82915,abelardo-de-la-espriella,seguridad-ciudadana,"La fuente Caracol Com Co aporta evidencia sobre Seguridad ciudadana. En términos sustantivos, registra: La fuente registra un hecho público asociado a Abelardo Gabriel de la Espriella: Así es el plan de Abelardo de la Espriella para recuperar el control territorial en 90 días..",La fuente registra un hecho público asociado a Abelardo Gabriel de la Espriella: Así es el plan de Abelardo de la Espriella para recuperar el control territorial en 90 días.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Abelardo Gabriel de la Espriella: Así es el plan de Abelardo de la Espriella para recuperar el control territorial en 90 días.,trazable_con_cautela,src-manual-21c82915,src-manual-21c82915-claim-1
source-analysis-src-manual-25877365,src-manual-25877365,gustavo-matamoros,vida-publica,"La fuente Noticiascaracol Com aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Las propuestas de Gustavo Matamoros en seguridad y su programa para “las cinco Colombias”.",Las propuestas de Gustavo Matamoros en seguridad y su programa para “las cinco Colombias”,"seguridad, justicia y paz",Las propuestas de Gustavo Matamoros en seguridad y su programa para “las cinco Colombias”,trazable_con_cautela,src-manual-25877365,src-manual-25877365-claim-1
source-analysis-src-manual-2c779d51,src-manual-2c779d51,clara-lopez,trayectoria-publica,"La fuente Eltiempo Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Campaña de Iván Cepeda recibe el respaldo de Clara López y congresistas de la Alianza Verde, ¿a quiénes espera para los próximos días?..","La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Campaña de Iván Cepeda recibe el respaldo de Clara López y congresistas de la Alianza Verde, ¿a quiénes espera para los próximos días?.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Campaña de Iván Cepeda recibe el respaldo de Clara López y congresistas de la Alianza Verde, ¿a quiénes espera para los próximos días?.",trazable_con_cautela,src-manual-2c779d51,src-manual-2c779d51-claim-1
source-analysis-src-manual-2df95543,src-manual-2df95543,carlos-caicedo,trayectoria-publica,"La fuente Diariolalibertad Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Carlos Eduardo Caicedo Omar: Tres Millones De Firmas Respaldaran La Aspiracion Presidencial De Carlos Caicedo..",La fuente registra un hecho público asociado a Carlos Eduardo Caicedo Omar: Tres Millones De Firmas Respaldaran La Aspiracion Presidencial De Carlos Caicedo.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Carlos Eduardo Caicedo Omar: Tres Millones De Firmas Respaldaran La Aspiracion Presidencial De Carlos Caicedo.,trazable_con_cautela,src-manual-2df95543,src-manual-2df95543-claim-1
source-analysis-src-manual-2e1819df,src-manual-2e1819df,carlos-caicedo,paz,"La fuente Infobae Com aporta evidencia sobre Paz y conflicto armado. En términos sustantivos, registra: Carlos Caicedo sobre sus propuestas de paz.",Carlos Caicedo sobre sus propuestas de paz,"seguridad, justicia y paz",Carlos Caicedo sobre sus propuestas de paz,trazable_con_cautela,src-manual-2e1819df,src-manual-2e1819df-claim-1
source-analysis-src-manual-30548c04,src-manual-30548c04,gustavo-matamoros,trayectoria-publica,"La fuente Elespectador Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Gustavo Matamoros Camacho: Gustavo Matamoros quién es el general que quiere ser presidente de Colombia perfil y trayectoria del candidato..",La fuente registra un hecho público asociado a Gustavo Matamoros Camacho: Gustavo Matamoros quién es el general que quiere ser presidente de Colombia perfil y trayectoria del candidato.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Gustavo Matamoros Camacho: Gustavo Matamoros quién es el general que quiere ser presidente de Colombia perfil y trayectoria del candidato.,trazable_con_cautela,src-manual-30548c04,src-manual-30548c04-claim-1
source-analysis-src-manual-3ba61356,src-manual-3ba61356,roy-barreras,trayectoria-publica,"La fuente Infobae Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: Roy Barreras propuso cambios en el período presidencial que afectaría a los actuales alcaldes y gobernadores: “Tendrían que gobernar dos años más”.",Roy Barreras propuso cambios en el período presidencial que afectaría a los actuales alcaldes y gobernadores: “Tendrían que gobernar dos años más”,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Roy Barreras propuso cambios en el período presidencial que afectaría a los actuales alcaldes y gobernadores: “Tendrían que gobernar dos años más”,trazable_con_cautela,src-manual-3ba61356,src-manual-3ba61356-claim-1
source-analysis-src-manual-3f137281,src-manual-3f137281,mauricio-lizcano,trayectoria-publica,"La fuente 360radio Com Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano revela detalles de sus propuestas para elecciones 2026..",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano revela detalles de sus propuestas para elecciones 2026.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano revela detalles de sus propuestas para elecciones 2026.,trazable_con_cautela,src-manual-3f137281,src-manual-3f137281-claim-1
source-analysis-src-manual-40347029,src-manual-40347029,miguel-uribe,trayectoria-publica,"La fuente Migueluribe Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: Candidato Presidencial 2026 | Colombia.",Candidato Presidencial 2026 | Colombia,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Candidato Presidencial 2026 | Colombia,trazable_con_cautela,src-manual-40347029,src-manual-40347029-claim-1
source-analysis-src-manual-40921854,src-manual-40921854,luis-gilberto-murillo,trayectoria-publica,"La fuente Elespectador Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Luis Gilberto Murillo busca la Presidencia: quién es, cargos, hoja de vida, por qué renunció a Cancillería..","La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Luis Gilberto Murillo busca la Presidencia: quién es, cargos, hoja de vida, por qué renunció a Cancillería.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Luis Gilberto Murillo busca la Presidencia: quién es, cargos, hoja de vida, por qué renunció a Cancillería.",trazable_con_cautela,src-manual-40921854,src-manual-40921854-claim-1
source-analysis-src-manual-4895df7e,src-manual-4895df7e,sergio-fajardo,trayectoria-publica,"La fuente 360radio Com Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Sergio Fajardo Valderrama: Vea aquí las propuestas de Sergio Fajardo para presidente 2026..",La fuente registra un hecho público asociado a Sergio Fajardo Valderrama: Vea aquí las propuestas de Sergio Fajardo para presidente 2026.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Sergio Fajardo Valderrama: Vea aquí las propuestas de Sergio Fajardo para presidente 2026.,trazable_con_cautela,src-manual-4895df7e,src-manual-4895df7e-claim-1
source-analysis-src-manual-4dc0f536,src-manual-4dc0f536,gustavo-matamoros,trayectoria-publica,"La fuente Elheraldo Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: El general retirado Gustavo Matamoros inscribió su candidatura presidencial ante la Registraduría.",El general retirado Gustavo Matamoros inscribió su candidatura presidencial ante la Registraduría,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",El general retirado Gustavo Matamoros inscribió su candidatura presidencial ante la Registraduría,trazable_con_cautela,src-manual-4dc0f536,src-manual-4dc0f536-claim-1
source-analysis-src-manual-5a3d637e,src-manual-5a3d637e,mauricio-lizcano,trayectoria-publica,"La fuente Wradio Com Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano confirmó que será candidato a la Presidencia hacia el 2026..",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano confirmó que será candidato a la Presidencia hacia el 2026.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano confirmó que será candidato a la Presidencia hacia el 2026.,trazable_con_cautela,src-manual-5a3d637e,src-manual-5a3d637e-claim-1
source-analysis-src-manual-5aa471d6,src-manual-5aa471d6,roy-barreras,trayectoria-publica,"La fuente Wradio Com Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras oficializó su candidatura presidencial y una de sus banderas será la “seguridad total”..",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras oficializó su candidatura presidencial y una de sus banderas será la “seguridad total”.,"seguridad, justicia y paz",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barreras oficializó su candidatura presidencial y una de sus banderas será la “seguridad total”.,trazable_con_cautela,src-manual-5aa471d6,src-manual-5aa471d6-claim-1
source-analysis-src-manual-5bbd0995,src-manual-5bbd0995,luis-gilberto-murillo,trayectoria-publica,"La fuente Murilloporcolombia Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Quién es Luis Gilberto Murillo Biografía, trayectoria..","La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Quién es Luis Gilberto Murillo Biografía, trayectoria.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","La fuente registra un hecho público asociado a Luis Gilberto Murillo Urrutia: Quién es Luis Gilberto Murillo Biografía, trayectoria.",trazable_con_cautela,src-manual-5bbd0995,src-manual-5bbd0995-claim-1
source-analysis-src-manual-5d53f18f,src-manual-5d53f18f,mauricio-lizcano,trayectoria-publica,"La fuente Elespectador Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Quién es Mauricio Lizcano: estos son los giros de la vida y la política detrás de su candidatura presidencial..",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Quién es Mauricio Lizcano: estos son los giros de la vida y la política detrás de su candidatura presidencial.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Quién es Mauricio Lizcano: estos son los giros de la vida y la política detrás de su candidatura presidencial.,trazable_con_cautela,src-manual-5d53f18f,src-manual-5d53f18f-claim-1
source-analysis-src-manual-5e114fad,src-manual-5e114fad,gustavo-matamoros,paz,"La fuente Elpais Com Co aporta evidencia sobre Paz y conflicto armado. En términos sustantivos, registra: ¿Qué hará con la JEP Gustavo Matamoros si llega a la Presidencia?.",¿Qué hará con la JEP Gustavo Matamoros si llega a la Presidencia?,"seguridad, justicia y paz",¿Qué hará con la JEP Gustavo Matamoros si llega a la Presidencia?,trazable_con_cautela,src-manual-5e114fad,src-manual-5e114fad-claim-1
source-analysis-src-manual-6e32a8d5,src-manual-6e32a8d5,clara-lopez,trayectoria-publica,"La fuente Portafolio Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Clara López inscribe oficialmente su candidatura presidencial 2026..",La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Clara López inscribe oficialmente su candidatura presidencial 2026.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Clara Eugenia López Obregón: Clara López inscribe oficialmente su candidatura presidencial 2026.,trazable_con_cautela,src-manual-6e32a8d5,src-manual-6e32a8d5-claim-1
source-analysis-src-manual-7087b35f,src-manual-7087b35f,roy-barreras,trayectoria-publica,"La fuente Roybarreras Com aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barrearas Presidente - Roy Barreras..",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barrearas Presidente - Roy Barreras.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Roy Leonardo Barreras Montealegre: Roy Barrearas Presidente - Roy Barreras.,trazable_con_cautela,src-manual-7087b35f,src-manual-7087b35f-claim-1
source-analysis-src-manual-78dafdfc,src-manual-78dafdfc,mauricio-lizcano,trayectoria-publica,"La fuente Mauriciolizcano Co aporta evidencia sobre Trayectoria pública. En términos sustantivos, registra: La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano – Candidato Presidencial 2026..",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano – Candidato Presidencial 2026.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",La fuente registra un hecho público asociado a Óscar Mauricio Lizcano Arango: Mauricio Lizcano – Candidato Presidencial 2026.,trazable_con_cautela,src-manual-78dafdfc,src-manual-78dafdfc-claim-1
